FILE_NAME	RUN	EXPERIMENT	LAB	POP	CENTER	LAB-POP-CENTER
ERR188165_quant.sf	ERR188165	ERS185396	3	YRI	MPIMG	3-YRI-MPIMG
ERR188097_quant.sf	ERR188097	ERS185100	7	YRI	LUMC	7-YRI-LUMC
ERR188060_quant.sf	ERR188060	ERS185124	3	YRI	MPIMG	3-YRI-MPIMG
ERR188200_quant.sf	ERR188200	ERS185123	1	YRI	UNIGE	1-YRI-UNIGE
ERR188085_quant.sf	ERR188085	ERS185345	1	YRI	UNIGE	1-YRI-UNIGE
ERR188375_quant.sf	ERR188375	ERS185148	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188278_quant.sf	ERR188278	ERS185336	1	YRI	UNIGE	1-YRI-UNIGE
ERR188298_quant.sf	ERR188298	ERS185220	1	YRI	UNIGE	1-YRI-UNIGE
ERR188344_quant.sf	ERR188344	ERS185406	5	YRI	HMGU	5-YRI-HMGU
ERR188373_quant.sf	ERR188373	ERS185409	6	YRI	UU	6-YRI-UU
ERR188313_quant.sf	ERR188313	ERS185327	4	YRI	ICMB	4-YRI-ICMB
ERR188283_quant.sf	ERR188283	ERS185049	6	YRI	UU	6-YRI-UU
ERR188223_quant.sf	ERR188223	ERS185381	7	YRI	LUMC	7-YRI-LUMC
ERR188352_quant.sf	ERR188352	ERS185028	4	YRI	ICMB	4-YRI-ICMB
ERR188442_quant.sf	ERR188442	ERS185199	3	YRI	MPIMG	3-YRI-MPIMG
ERR188182_quant.sf	ERR188182	ERS185373	7	YRI	LUMC	7-YRI-LUMC
ERR188269_quant.sf	ERR188269	ERS185088	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188139_quant.sf	ERR188139	ERS185301	1	YRI	UNIGE	1-YRI-UNIGE
ERR188409_quant.sf	ERR188409	ERS185101	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188096_quant.sf	ERR188096	ERS185211	1	YRI	UNIGE	1-YRI-UNIGE
ERR188447_quant.sf	ERR188447	ERS185249	3	YRI	MPIMG	3-YRI-MPIMG
ERR188128_quant.sf	ERR188128	ERS185221	1	YRI	UNIGE	1-YRI-UNIGE
ERR188476_quant.sf	ERR188476	ERS185038	7	YRI	LUMC	7-YRI-LUMC
ERR188268_quant.sf	ERR188268	ERS185037	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188069_quant.sf	ERR188069	ERS185239	4	YRI	ICMB	4-YRI-ICMB
ERR188243_quant.sf	ERR188243	ERS185064	5	YRI	HMGU	5-YRI-HMGU
ERR188188_quant.sf	ERR188188	ERS185061	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188367_quant.sf	ERR188367	ERS185397	1	YRI	UNIGE	1-YRI-UNIGE
ERR188423_quant.sf	ERR188423	ERS185210	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188261_quant.sf	ERR188261	ERS185359	5	YRI	HMGU	5-YRI-HMGU
ERR188221_quant.sf	ERR188221	ERS185413	3	YRI	MPIMG	3-YRI-MPIMG
ERR188178_quant.sf	ERR188178	ERS185281	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188234_quant.sf	ERR188234	ERS185419	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188365_quant.sf	ERR188365	ERS185452	1	YRI	UNIGE	1-YRI-UNIGE
ERR188066_quant.sf	ERR188066	ERS185465	7	YRI	LUMC	7-YRI-LUMC
ERR188030_quant.sf	ERR188030	ERS185063	3	YRI	MPIMG	3-YRI-MPIMG
ERR188109_quant.sf	ERR188109	ERS185204	3	YRI	MPIMG	3-YRI-MPIMG
ERR188444_quant.sf	ERR188444	ERS185435	6	YRI	UU	6-YRI-UU
ERR188471_quant.sf	ERR188471	ERS185275	5	YRI	HMGU	5-YRI-HMGU
ERR188170_quant.sf	ERR188170	ERS185370	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188072_quant.sf	ERR188072	ERS185267	1	YRI	UNIGE	1-YRI-UNIGE
ERR188306_quant.sf	ERR188306	ERS185152	3	YRI	MPIMG	3-YRI-MPIMG
ERR188193_quant.sf	ERR188193	ERS185434	6	YRI	UU	6-YRI-UU
ERR188459_quant.sf	ERR188459	ERS185391	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188064_quant.sf	ERR188064	ERS185166	1	YRI	UNIGE	1-YRI-UNIGE
ERR188104_quant.sf	ERR188104	ERS185331	5	YRI	HMGU	5-YRI-HMGU
ERR188184_quant.sf	ERR188184	ERS185087	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188451_quant.sf	ERR188451	ERS185457	1	YRI	UNIGE	1-YRI-UNIGE
ERR188093_quant.sf	ERR188093	ERS185285	5	YRI	HMGU	5-YRI-HMGU
ERR188225_quant.sf	ERR188225	ERS185203	4	YRI	ICMB	4-YRI-ICMB
ERR188460_quant.sf	ERR188460	ERS185310	1	YRI	UNIGE	1-YRI-UNIGE
ERR188427_quant.sf	ERR188427	ERS185449	3	YRI	MPIMG	3-YRI-MPIMG
ERR188232_quant.sf	ERR188232	ERS185062	3	YRI	MPIMG	3-YRI-MPIMG
ERR188055_quant.sf	ERR188055	ERS185129	1	YRI	UNIGE	1-YRI-UNIGE
ERR188422_quant.sf	ERR188422	ERS185073	6	YRI	UU	6-YRI-UU
ERR188211_quant.sf	ERR188211	ERS185348	4	YRI	ICMB	4-YRI-ICMB
ERR188103_quant.sf	ERR188103	ERS185356	1	YRI	UNIGE	1-YRI-UNIGE
ERR188183_quant.sf	ERR188183	ERS185284	6	YRI	UU	6-YRI-UU
ERR188292_quant.sf	ERR188292	ERS185325	5	YRI	HMGU	5-YRI-HMGU
ERR188322_quant.sf	ERR188322	ERS185093	4	YRI	ICMB	4-YRI-ICMB
ERR188129_quant.sf	ERR188129	ERS185054	3	YRI	MPIMG	3-YRI-MPIMG
ERR188174_quant.sf	ERR188174	ERS185136	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188440_quant.sf	ERR188440	ERS185316	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188275_quant.sf	ERR188275	ERS185228	1	YRI	UNIGE	1-YRI-UNIGE
ERR188042_quant.sf	ERR188042	ERS185446	1	YRI	UNIGE	1-YRI-UNIGE
ERR188363_quant.sf	ERR188363	ERS185305	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188454_quant.sf	ERR188454	ERS185460	4	YRI	ICMB	4-YRI-ICMB
ERR188434_quant.sf	ERR188434	ERS185343	6	YRI	UU	6-YRI-UU
ERR188392_quant.sf	ERR188392	ERS185068	4	YRI	ICMB	4-YRI-ICMB
ERR188131_quant.sf	ERR188131	ERS185371	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188209_quant.sf	ERR188209	ERS185145	6	YRI	UU	6-YRI-UU
ERR188207_quant.sf	ERR188207	ERS185375	2	YRI	CNAG_CRG	2-YRI-CNAG_CRG
ERR188284_quant.sf	ERR188284	ERS185400	7	YRI	LUMC	7-YRI-LUMC
ERR188421_quant.sf	ERR188421	ERS185247	1	YRI	UNIGE	1-YRI-UNIGE
ERR188390_quant.sf	ERR188390	ERS185415	1	YRI	UNIGE	1-YRI-UNIGE
ERR188037_quant.sf	ERR188037	ERS185141	4	YRI	ICMB	4-YRI-ICMB
ERR188463_quant.sf	ERR188463	ERS185366	3	YRI	MPIMG	3-YRI-MPIMG
ERR188364_quant.sf	ERR188364	ERS185462	5	YRI	HMGU	5-YRI-HMGU
ERR188120_quant.sf	ERR188120	ERS185253	6	YRI	UU	6-YRI-UU
ERR188074_quant.sf	ERR188074	ERS185340	6	YRI	UU	6-YRI-UU
ERR188380_quant.sf	ERR188380	ERS185433	3	TSI	MPIMG	3-TSI-MPIMG
ERR188297_quant.sf	ERR188297	ERS185497	1	TSI	UNIGE	1-TSI-UNIGE
ERR188088_quant.sf	ERR188088	ERS185242	1	TSI	UNIGE	1-TSI-UNIGE
ERR188329_quant.sf	ERR188329	ERS185048	1	TSI	UNIGE	1-TSI-UNIGE
ERR188254_quant.sf	ERR188254	ERS185032	1	TSI	UNIGE	1-TSI-UNIGE
ERR188288_quant.sf	ERR188288	ERS185412	1	TSI	UNIGE	1-TSI-UNIGE
ERR188021_quant.sf	ERR188021	ERS185362	1	TSI	UNIGE	1-TSI-UNIGE
ERR188063_quant.sf	ERR188063	ERS185324	7	TSI	LUMC	7-TSI-LUMC
ERR188026_quant.sf	ERR188026	ERS185219	3	TSI	MPIMG	3-TSI-MPIMG
ERR188369_quant.sf	ERR188369	ERS185447	6	TSI	UU	6-TSI-UU
ERR188160_quant.sf	ERR188160	ERS185226	4	TSI	ICMB	4-TSI-ICMB
ERR188356_quant.sf	ERR188356	ERS185217	1	TSI	UNIGE	1-TSI-UNIGE
ERR188452_quant.sf	ERR188452	ERS185313	5	TSI	HMGU	5-TSI-HMGU
ERR188458_quant.sf	ERR188458	ERS185223	5	TSI	HMGU	5-TSI-HMGU
ERR188357_quant.sf	ERR188357	ERS185041	3	TSI	MPIMG	3-TSI-MPIMG
ERR188050_quant.sf	ERR188050	ERS185188	4	TSI	ICMB	4-TSI-ICMB
ERR188145_quant.sf	ERR188145	ERS185167	1	TSI	UNIGE	1-TSI-UNIGE
ERR188239_quant.sf	ERR188239	ERS185320	3	TSI	MPIMG	3-TSI-MPIMG
ERR188386_quant.sf	ERR188386	ERS185296	7	TSI	LUMC	7-TSI-LUMC
ERR188204_quant.sf	ERR188204	ERS185498	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188347_quant.sf	ERR188347	ERS185212	1	TSI	UNIGE	1-TSI-UNIGE
ERR188317_quant.sf	ERR188317	ERS185082	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188224_quant.sf	ERR188224	ERS185137	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188453_quant.sf	ERR188453	ERS185422	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188258_quant.sf	ERR188258	ERS185442	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188399_quant.sf	ERR188399	ERS185159	4	TSI	ICMB	4-TSI-ICMB
ERR188226_quant.sf	ERR188226	ERS185081	3	TSI	MPIMG	3-TSI-MPIMG
ERR188114_quant.sf	ERR188114	ERS185144	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188398_quant.sf	ERR188398	ERS185022	3	TSI	MPIMG	3-TSI-MPIMG
ERR188382_quant.sf	ERR188382	ERS185156	1	TSI	UNIGE	1-TSI-UNIGE
ERR188359_quant.sf	ERR188359	ERS185290	3	TSI	MPIMG	3-TSI-MPIMG
ERR188208_quant.sf	ERR188208	ERS185116	3	TSI	MPIMG	3-TSI-MPIMG
ERR188138_quant.sf	ERR188138	ERS185287	4	TSI	ICMB	4-TSI-ICMB
ERR188436_quant.sf	ERR188436	ERS185349	1	TSI	UNIGE	1-TSI-UNIGE
ERR188052_quant.sf	ERR188052	ERS185125	1	TSI	UNIGE	1-TSI-UNIGE
ERR188203_quant.sf	ERR188203	ERS185318	7	TSI	LUMC	7-TSI-LUMC
ERR188334_quant.sf	ERR188334	ERS185134	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188252_quant.sf	ERR188252	ERS185499	4	TSI	ICMB	4-TSI-ICMB
ERR188402_quant.sf	ERR188402	ERS185181	1	TSI	UNIGE	1-TSI-UNIGE
ERR188259_quant.sf	ERR188259	ERS185380	4	TSI	ICMB	4-TSI-ICMB
ERR188199_quant.sf	ERR188199	ERS185231	3	TSI	MPIMG	3-TSI-MPIMG
ERR188353_quant.sf	ERR188353	ERS185426	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188201_quant.sf	ERR188201	ERS185071	5	TSI	HMGU	5-TSI-HMGU
ERR188343_quant.sf	ERR188343	ERS185057	1	TSI	UNIGE	1-TSI-UNIGE
ERR188054_quant.sf	ERR188054	ERS185367	5	TSI	HMGU	5-TSI-HMGU
ERR188108_quant.sf	ERR188108	ERS185289	4	TSI	ICMB	4-TSI-ICMB
ERR188251_quant.sf	ERR188251	ERS185407	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188295_quant.sf	ERR188295	ERS185169	1	TSI	UNIGE	1-TSI-UNIGE
ERR188276_quant.sf	ERR188276	ERS185342	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188068_quant.sf	ERR188068	ERS185190	4	TSI	ICMB	4-TSI-ICMB
ERR188110_quant.sf	ERR188110	ERS185023	3	TSI	MPIMG	3-TSI-MPIMG
ERR188479_quant.sf	ERR188479	ERS185420	1	TSI	UNIGE	1-TSI-UNIGE
ERR188153_quant.sf	ERR188153	ERS185306	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188126_quant.sf	ERR188126	ERS185120	1	TSI	UNIGE	1-TSI-UNIGE
ERR188105_quant.sf	ERR188105	ERS185227	5	TSI	HMGU	5-TSI-HMGU
ERR188381_quant.sf	ERR188381	ERS185077	6	TSI	UU	6-TSI-UU
ERR188191_quant.sf	ERR188191	ERS185050	3	TSI	MPIMG	3-TSI-MPIMG
ERR188345_quant.sf	ERR188345	ERS185108	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188393_quant.sf	ERR188393	ERS185195	3	TSI	MPIMG	3-TSI-MPIMG
ERR188305_quant.sf	ERR188305	ERS185455	6	TSI	UU	6-TSI-UU
ERR188179_quant.sf	ERR188179	ERS185121	7	TSI	LUMC	7-TSI-LUMC
ERR188079_quant.sf	ERR188079	ERS185161	4	TSI	ICMB	4-TSI-ICMB
ERR188171_quant.sf	ERR188171	ERS185133	4	TSI	ICMB	4-TSI-ICMB
ERR188173_quant.sf	ERR188173	ERS185317	4	TSI	ICMB	4-TSI-ICMB
ERR188192_quant.sf	ERR188192	ERS185069	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188360_quant.sf	ERR188360	ERS185095	6	TSI	UU	6-TSI-UU
ERR188155_quant.sf	ERR188155	ERS185378	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188195_quant.sf	ERR188195	ERS185307	6	TSI	UU	6-TSI-UU
ERR188384_quant.sf	ERR188384	ERS185030	5	TSI	HMGU	5-TSI-HMGU
ERR188316_quant.sf	ERR188316	ERS185421	1	TSI	UNIGE	1-TSI-UNIGE
ERR188132_quant.sf	ERR188132	ERS185263	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188335_quant.sf	ERR188335	ERS185388	6	TSI	UU	6-TSI-UU
ERR188405_quant.sf	ERR188405	ERS185178	1	TSI	UNIGE	1-TSI-UNIGE
ERR188419_quant.sf	ERR188419	ERS185278	1	TSI	UNIGE	1-TSI-UNIGE
ERR188281_quant.sf	ERR188281	ERS185233	7	TSI	LUMC	7-TSI-LUMC
ERR188249_quant.sf	ERR188249	ERS185246	1	TSI	UNIGE	1-TSI-UNIGE
ERR188437_quant.sf	ERR188437	ERS185224	7	TSI	LUMC	7-TSI-LUMC
ERR188147_quant.sf	ERR188147	ERS185132	4	TSI	ICMB	4-TSI-ICMB
ERR188286_quant.sf	ERR188286	ERS185113	4	TSI	ICMB	4-TSI-ICMB
ERR188094_quant.sf	ERR188094	ERS185112	3	TSI	MPIMG	3-TSI-MPIMG
ERR188372_quant.sf	ERR188372	ERS185341	5	TSI	HMGU	5-TSI-HMGU
ERR188253_quant.sf	ERR188253	ERS185024	4	TSI	ICMB	4-TSI-ICMB
ERR188282_quant.sf	ERR188282	ERS185186	6	TSI	UU	6-TSI-UU
ERR188408_quant.sf	ERR188408	ERS185427	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188290_quant.sf	ERR188290	ERS185216	1	TSI	UNIGE	1-TSI-UNIGE
ERR188137_quant.sf	ERR188137	ERS185450	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188394_quant.sf	ERR188394	ERS185500	5	TSI	HMGU	5-TSI-HMGU
ERR188265_quant.sf	ERR188265	ERS185127	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
ERR188475_quant.sf	ERR188475	ERS185332	5	TSI	HMGU	5-TSI-HMGU
ERR188210_quant.sf	ERR188210	ERS185164	3	TSI	MPIMG	3-TSI-MPIMG
ERR188424_quant.sf	ERR188424	ERS185339	3	TSI	MPIMG	3-TSI-MPIMG
ERR188125_quant.sf	ERR188125	ERS185259	1	TSI	UNIGE	1-TSI-UNIGE
ERR188406_quant.sf	ERR188406	ERS185459	2	TSI	CNAG_CRG	2-TSI-CNAG_CRG
